SAMPID	SMTS
GTEX-13S86-0626-SM-5Q5E7	Lung
GTEX-13S86-0726-SM-5Q5DH	Esophagus
GTEX-13S86-0826-SM-5SI6J	Esophagus
GTEX-13S86-0926-SM-5SI6I	Adipose Tissue
GTEX-13S86-1126-SM-5RQJX	Thyroid
GTEX-13S86-1226-SM-5S2OA	Breast
GTEX-13S86-1626-SM-5Q5C5	Colon
GTEX-13S86-2326-SM-5RQK1	Muscle
GTEX-13S86-2426-SM-5S2MX	Nerve
GTEX-13S86-2526-SM-5S2V5	Blood Vessel
GTEX-13SLW-0003-SM-5DU4Y	Blood
GTEX-13SLW-0003-SM-5HJRH	Blood
GTEX-13SLW-0003-SM-6WSAP	Blood
GTEX-13SLW-0011-R10a-SM-5S2UI	Brain
GTEX-13SLW-0011-R11a-SM-5SI8Q	Brain
GTEX-13SLW-0011-R1a-SM-5S2W7	Brain
GTEX-13SLW-0011-R2b-SM-5O9C6	Brain
GTEX-13SLW-0011-R3b-SM-5SI6Y	Brain
GTEX-13SLW-0011-R4b-SM-5S2W2	Brain
GTEX-13SLW-0011-R5b-SM-5SI6Z	Brain
GTEX-13SLW-0011-R6a-SM-5O9BH	Brain
GTEX-13SLW-0011-R8b-SM-5SI64	Brain
GTEX-13SLW-0011-R9a-SM-5O9BT	Brain
GTEX-13SLW-0126-SM-5SI6C	Skin
GTEX-13SLW-0226-SM-5S2NA	Adipose Tissue
GTEX-13SLW-0326-SM-5RQK5	Muscle
GTEX-13SLW-0626-SM-5Q5ER	Skin
GTEX-13SLW-0826-SM-5QGP7	Heart
GTEX-13SLW-1226-SM-5S2Q7	Lung
GTEX-13SLW-2526-SM-62LDQ	Breast
GTEX-13SLW-2826-SM-5Q5ES	Colon
GTEX-13SLW-2926-SM-5Q5BQ	Pituitary
GTEX-13SLX-0003-SM-5DU5R	Blood
GTEX-13SLX-0003-SM-5HJPY	Blood
GTEX-13SLX-0003-SM-6WSAO	Blood
GTEX-13SLX-0011-R10a-SM-5P9HV	Brain
GTEX-13SLX-0011-R11b-SM-5O9C8	Brain
GTEX-13SLX-0011-R2b-SM-5S2VP	Brain
GTEX-13SLX-0011-R4a-SM-5O9BJ	Brain
GTEX-13SLX-0011-R5a-SM-5O9BV	Brain
GTEX-13SLX-0011-R6a-SM-5PNX4	Brain
GTEX-13SLX-0011-R8b-SM-5PNWZ	Brain
GTEX-13SLX-0011-R9b-SM-5SI6X	Brain
GTEX-13SLX-0126-SM-5S2MM	Nerve
GTEX-13SLX-0326-SM-5Q5E4	Muscle
GTEX-13SLX-0426-SM-5QGRC	Adipose Tissue
GTEX-13SLX-0526-SM-5S2ON	Skin
GTEX-13SLX-0926-SM-5S2NM	Heart
GTEX-13SLX-1026-SM-5ZZUQ	Heart
GTEX-13SLX-1226-SM-5S2Q6	Liver
GTEX-13SLX-1326-SM-5S2QS	Pancreas
GTEX-13SLX-1726-SM-5Q5E5	Esophagus
GTEX-13SLX-1926-SM-5ZZUR	Esophagus
GTEX-13SLX-2226-SM-62LEP	Skin
GTEX-13SLX-2326-SM-5ZZWE	Breast
GTEX-13SLX-2426-SM-664OM	Ovary
GTEX-13SLX-3026-SM-5RQJU	Pituitary
GTEX-13SLX-3126-SM-5S2Q5	Brain
GTEX-13SLX-3226-SM-5YYA6	Brain
GTEX-13U4I-0004-SM-5DU3P	Blood
GTEX-13U4I-0004-SM-5HJPX	Blood
GTEX-13U4I-0004-SM-6WSAN	Blood
GTEX-13U4I-0006-SM-5N9CI	Blood
GTEX-13U4I-0126-SM-5LU38	Skin
GTEX-13U4I-0226-SM-5SIB1	Adipose Tissue
GTEX-13U4I-0426-SM-5LU4W	Blood Vessel
GTEX-13U4I-0526-SM-5LU59	Thyroid
GTEX-13U4I-0626-SM-5LU5L	Heart
GTEX-13U4I-0826-SM-5SIBD	Heart
GTEX-13U4I-0926-SM-5LU5A	Blood Vessel
GTEX-13U4I-1026-SM-5LU3G	Blood Vessel
GTEX-13U4I-1126-SM-5LU3S	Esophagus
GTEX-13U4I-1226-SM-5LU5M	Esophagus
GTEX-13U4I-1326-SM-5KM25	Esophagus
GTEX-13U4I-1426-SM-5J2M3	Lung
GTEX-13U4I-1526-SM-5IFFF	Pancreas
GTEX-13U4I-1626-SM-5IFFR	Spleen
GTEX-13U4I-1726-SM-5J1MF	Adipose Tissue
GTEX-13U4I-1826-SM-5IJD2	Muscle
GTEX-13U4I-1926-SM-5LU39	Uterus
GTEX-13U4I-2026-SM-5LU3L	Vagina
GTEX-13U4I-2126-SM-5LU55	Ovary
GTEX-13U4I-2226-SM-5LU5H	Skin
GTEX-13U4I-2426-SM-5LU34	Colon
GTEX-13U4I-2526-SM-5SI8Z	Stomach
GTEX-13U4I-2626-SM-5SI9C	Colon
GTEX-13VXT-0003-SM-5GY9Y	Blood
GTEX-13VXT-0003-SM-5HJR7	Blood
GTEX-13VXT-0003-SM-6WSCL	Blood
GTEX-13VXT-0005-SM-5N9F3	Blood
GTEX-13VXT-0126-SM-5LU4I	Skin
GTEX-13VXT-0226-SM-5LU9Q	Adipose Tissue
GTEX-13VXT-0326-SM-5LU4U	Muscle
GTEX-13VXT-0426-SM-5LU57	Nerve
GTEX-13VXT-0526-SM-5SI9O	Blood Vessel
GTEX-13VXT-0626-SM-5SIA1	Thyroid
GTEX-13VXT-0726-SM-5SIAD	Heart
GTEX-13VXT-0826-SM-5SIAP	Blood Vessel
GTEX-13VXT-0926-SM-5LU5K	Adipose Tissue
GTEX-13VXT-1026-SM-5LU37	Blood Vessel
GTEX-13VXT-1126-SM-5LU3A	Heart
GTEX-13VXT-1226-SM-5LU3M	Pancreas
GTEX-13VXT-1326-SM-5LU3Y	Spleen
GTEX-13VXT-1426-SM-5LU4B	Lung
GTEX-13VXT-1526-SM-5LU3J	Ovary
GTEX-13VXT-1626-SM-5IJES	Uterus
GTEX-13VXT-1726-SM-5IFF5	Salivary Gland
GTEX-13VXT-1826-SM-5KM2F	Esophagus
GTEX-13VXT-1926-SM-5K7UO	Skin
GTEX-13VXT-2026-SM-5L3EW	Colon
GTEX-13VXT-2426-SM-5LU46	Colon
GTEX-13VXU-0004-SM-5DU5Q	Blood
GTEX-13VXU-0004-SM-5HJQS	Blood
GTEX-13VXU-0004-SM-6WSAS	Blood
GTEX-13VXU-0006-SM-5N9FF	Blood
GTEX-13VXU-0011-R11b-SM-5O9DJ	Brain
GTEX-13VXU-0011-R3b-SM-5O9CU	Brain
GTEX-13VXU-0011-R4b-SM-5O9CI	Brain
GTEX-13VXU-0011-R5a-SM-5O9D7	Brain
GTEX-13VXU-0011-R6a-SM-5SI71	Brain
GTEX-13VXU-0011-R7b-SM-5SI72	Brain
GTEX-13VXU-0011-R9b-SM-5SI73	Brain
GTEX-13VXU-0126-SM-5SI9F	Skin
GTEX-13VXU-0226-SM-5SI9R	Adipose Tissue
GTEX-13VXU-0326-SM-5LU36	Muscle
GTEX-13VXU-0426-SM-5LU3I	Nerve
GTEX-13VXU-0526-SM-5K7V1	Blood Vessel
GTEX-13VXU-0626-SM-5L3F9	Skin
GTEX-13VXU-0726-SM-5J2O7	Testis
GTEX-13VXU-0826-SM-5KLZ2	Thyroid
GTEX-13VXU-0926-SM-5IFFH	Liver
GTEX-13VXU-1026-SM-5KLZE	Adipose Tissue
GTEX-13VXU-1126-SM-5LU3U	Esophagus
GTEX-13VXU-1926-SM-5LU5J	Blood Vessel
GTEX-13VXU-2726-SM-5LU4N	Lung
GTEX-13VXU-2826-SM-664MA	Breast
GTEX-13VXU-2926-SM-5LU5C	Brain
GTEX-13VXU-3026-SM-5LU3K	Brain
GTEX-13VXU-3126-SM-5SIA4	Pituitary
GTEX-13W3W-0004-SM-5GYAC	Blood
GTEX-13W3W-0004-SM-5HJPI	Blood
GTEX-13W3W-0004-SM-6WSCQ	Blood
GTEX-13W3W-0005-SM-5SI9Y	Blood
GTEX-13W3W-0226-SM-731ET	Blood Vessel
GTEX-13W3W-0326-SM-731DS	Lung
GTEX-13W3W-0426-SM-5SI9D	Heart
GTEX-13W3W-0526-SM-5LU3X	Heart
GTEX-13W3W-0626-SM-5LU45	Blood Vessel
GTEX-13W3W-0726-SM-5IJDQ	Skin
GTEX-13W3W-1026-SM-5IFG4	Pancreas
GTEX-13W3W-1126-SM-5L3DO	Adipose Tissue
GTEX-13W3W-1226-SM-5LU4H	Breast
GTEX-13W3W-1326-SM-5LU4T	Adrenal Gland
GTEX-13W3W-1426-SM-5LU56	Uterus
GTEX-13W3W-1526-SM-5LU5I	Ovary
GTEX-13W3W-1626-SM-5LU35	Esophagus
GTEX-13W3W-1726-SM-5LU4A	Esophagus
GTEX-13W3W-1826-SM-5IJDE	Esophagus
GTEX-13W3W-2026-SM-5K7UL	Small Intestine
GTEX-13W3W-2126-SM-5K7UX	Colon
GTEX-13W3W-2226-SM-5LU4M	Colon
GTEX-13W3W-2326-SM-5LU4Y	Vagina
GTEX-13W3W-2426-SM-5LU5B	Skin
GTEX-13W3W-2526-SM-5SI9P	Adipose Tissue
GTEX-13W3W-2626-SM-5SIA2	Muscle
GTEX-13W3W-2726-SM-5SIAE	Nerve
GTEX-13W3W-2826-SM-731E5	Blood Vessel
GTEX-13W46-0003-SM-5DU47	Blood
GTEX-13W46-0003-SM-5HJPN	Blood
GTEX-13W46-0003-SM-6WSAK	Blood
GTEX-13W46-0226-SM-5SIAG	Skin
GTEX-13W46-0526-SM-5IJBD	Nerve
GTEX-13W46-0626-SM-5LU3N	Blood Vessel
GTEX-13W46-0726-SM-5LU3Z	Muscle
GTEX-13W46-0826-SM-5LU3H	Breast
GTEX-13W46-0926-SM-5LU3T	Thyroid
GTEX-13W46-1226-SM-5SIAS	Adipose Tissue
GTEX-13W46-1826-SM-5K7VA	Blood Vessel
GTEX-13W46-1926-SM-5J2MF	Esophagus
GTEX-13X6H-0001-SM-5DU55	Blood
GTEX-13X6H-0001-SM-5HJR3	Blood
GTEX-13X6H-0001-SM-6WSCM	Blood
GTEX-13X6H-0126-SM-5QGOS	Blood Vessel
GTEX-13X6H-0426-SM-5LU4E	Heart
GTEX-13X6H-0526-SM-5LU4Q	Thyroid
GTEX-13X6H-0626-SM-5LU53	Pancreas
GTEX-13X6H-0726-SM-5Q5BX	Spleen
GTEX-13X6H-0926-SM-5SIB2	Skin
GTEX-13X6H-1026-SM-5SIBE	Ovary
GTEX-13X6H-1326-SM-5LU42	Esophagus
GTEX-13X6H-1426-SM-5SI91	Esophagus
GTEX-13X6H-1526-SM-5Q5E2	Esophagus
GTEX-13X6H-1626-SM-5Q5CT	Stomach
GTEX-13X6H-1726-SM-5Q5EH	Adipose Tissue
GTEX-13X6H-1826-SM-7EWCZ	Small Intestine
GTEX-13X6H-1926-SM-7EWD3	Colon
GTEX-13X6H-2126-SM-7EWD5	Skin
GTEX-13X6H-2326-SM-7EWEB	Muscle
GTEX-13X6H-2526-SM-5QGOT	Blood Vessel
GTEX-13X6I-0002-SM-5DU4A	Blood
GTEX-13X6I-0002-SM-5HJQC	Blood
GTEX-13X6I-0002-SM-6WSAR	Blood
GTEX-13X6I-0011-R10a-SM-5PNWI	Brain
GTEX-13X6I-0011-R11a-SM-5P9HN	Brain
GTEX-13X6I-0011-R1b-SM-5PNZC	Brain
GTEX-13X6I-0011-R2b-SM-5PNWQ	Brain
GTEX-13X6I-0011-R3b-SM-5P9HM	Brain
GTEX-13X6I-0011-R4b-SM-5PNU9	Brain
GTEX-13X6I-0011-R5a-SM-5PNWW	Brain
GTEX-13X6I-0011-R7b-SM-5PNWP	Brain
GTEX-13X6I-0011-R8a-SM-5PNZF	Brain
GTEX-13X6I-0011-R9b-SM-5PNZJ	Brain
GTEX-13X6I-0526-SM-5QGP8	Muscle
GTEX-13X6I-0626-SM-5QGP9	Skin
GTEX-13X6I-0926-SM-5LUAB	Blood Vessel
GTEX-13X6I-1026-SM-5LU4C	Esophagus
GTEX-13X6I-1426-SM-5SI9Z	Heart
GTEX-13X6I-1526-SM-5SIAC	Adipose Tissue
GTEX-13X6I-1826-SM-5SIAO	Skin
GTEX-13X6I-2726-SM-5Q5ET	Colon
GTEX-13X6I-2926-SM-5Q5C3	Brain
GTEX-13X6J-0002-SM-5DU4W	Blood
GTEX-13X6J-0002-SM-5HJRQ_1	Blood
GTEX-13X6J-0002-SM-6WSAI	Blood
GTEX-13X6J-0011-R10b-SM-5PNWA	Brain
GTEX-13X6J-0011-R11a-SM-5P9HE	Brain
GTEX-13X6J-0011-R3b-SM-5P9K5	Brain
GTEX-13X6J-0011-R4b-SM-5P9K4	Brain
GTEX-13X6J-0011-R5b-SM-5PNWT	Brain
GTEX-13X6J-0011-R6a-SM-5PNUB	Brain
GTEX-13X6J-0011-R7b-SM-5PNUC	Brain
GTEX-13X6J-0011-R8b-SM-5PNUA	Brain
GTEX-13X6J-0126-SM-5QGOU	Skin
GTEX-13X6J-0226-SM-7EPGC	Adipose Tissue
GTEX-13X6J-0326-SM-7EPGD	Muscle
GTEX-13X6J-0426-SM-5O9D3	Nerve
GTEX-13X6J-0626-SM-5LU5F	Skin
GTEX-13X6J-0826-SM-5LU32	Thyroid
GTEX-13X6J-1226-SM-79OMF	Heart
GTEX-13X6J-1326-SM-5QGOV	Blood Vessel
GTEX-13X6J-1626-SM-5Q5CV	Esophagus
GTEX-13X6J-1726-SM-5TDCS	Esophagus
GTEX-13X6J-1826-SM-5TDCT	Liver
GTEX-13X6J-1926-SM-5TDCU	Adipose Tissue
GTEX-13X6J-2126-SM-5TDCV	Stomach
GTEX-13X6J-2826-SM-7EPGA	Colon
GTEX-13X6J-2926-SM-7EPGP	Brain
GTEX-13X6J-3026-SM-5Q5CU	Brain
GTEX-13X6J-3126-SM-5Q5EJ	Pituitary
GTEX-13X6K-0003-SM-5DU4M	Blood
GTEX-13X6K-0003-SM-5HJPO	Blood
GTEX-13X6K-0003-SM-6WSAL	Blood
GTEX-13X6K-0011-R10a-SM-5P9JR	Brain
GTEX-13X6K-0011-R11a-SM-5P9F5	Brain
GTEX-13X6K-0011-R2b-SM-5P9K3	Brain
GTEX-13X6K-0011-R3b-SM-5PNUD	Brain
GTEX-13X6K-0011-R4b-SM-5P9HO	Brain
GTEX-13X6K-0011-R5b-SM-5PNUE	Brain
GTEX-13X6K-0011-R6a-SM-5P9K6	Brain
GTEX-13X6K-0011-R7b-SM-5P9K7	Brain
GTEX-13X6K-0011-R8b-SM-5PNZ4	Brain
GTEX-13X6K-0226-SM-5QGPB	Adipose Tissue
GTEX-13X6K-0326-SM-5Q5D6	Muscle
GTEX-13X6K-0426-SM-5O9DZ	Nerve
GTEX-13X6K-0526-SM-5LU51	Blood Vessel
GTEX-13X6K-0626-SM-5LU5D	Skin
GTEX-13X6K-0726-SM-5LU2Z	Adipose Tissue
GTEX-13X6K-1626-SM-7EWCX	Lung
GTEX-13X6K-1726-SM-7IGLG	Heart
GTEX-13X6K-1826-SM-5O9CR	Heart
GTEX-13X6K-1926-SM-5LU4O	Blood Vessel
GTEX-13X6K-2126-SM-5O9D4	Esophagus
GTEX-13X6K-2226-SM-79OMI	Esophagus
GTEX-13X6K-2726-SM-5O9DG	Colon
GTEX-13X6K-2826-SM-5O9DS	Brain
GTEX-13X6K-2926-SM-5Q5D5	Brain
GTEX-13X6K-3026-SM-5QGPA	Pituitary
GTEX-13YAN-0226-SM-5TDC6	Skin
GTEX-13YAN-0326-SM-5O9DF	Skin
GTEX-13YAN-0426-SM-5O9DR	Adipose Tissue
GTEX-13YAN-0526-SM-5O9BE	Muscle
GTEX-13YAN-0626-SM-5O9BQ	Nerve
GTEX-13YAN-0926-SM-5O9C3	Thyroid
GTEX-13YAN-1026-SM-5O9CF	Lung
GTEX-13YAN-1126-SM-5TDC7	Adipose Tissue
GTEX-13YAN-1326-SM-5Q5F1	Heart
GTEX-13YAN-1426-SM-7EPG8	Heart
GTEX-13YAN-1526-SM-5LU3E	Blood Vessel
GTEX-13YAN-1826-SM-5LU3Q	Esophagus
GTEX-13YAN-1926-SM-7EPH9	Esophagus
GTEX-13YAN-2026-SM-5Q5EY	Esophagus
GTEX-13YAN-2126-SM-5Q5C4	Pancreas
GTEX-1445S-0011-R10a-SM-5PNWB	Brain
GTEX-1445S-0011-R2b-SM-5PNUH	Brain
GTEX-1445S-0011-R3a-SM-5P9HY	Brain
GTEX-1445S-0011-R4a-SM-5PNWN	Brain
GTEX-1445S-0011-R5a-SM-5PNUS	Brain
GTEX-1445S-0011-R6b-SM-5PNUF	Brain
GTEX-1445S-0011-R7b-SM-5PNUG	Brain
GTEX-1445S-0011-R8a-SM-5PNWX	Brain
GTEX-1445S-0626-SM-5LU3C	Muscle
GTEX-1445S-1126-SM-5QGOW	Blood Vessel
GTEX-1445S-1226-SM-5O9BF	Heart
GTEX-1445S-2426-SM-79ON2	Adipose Tissue
GTEX-1445S-2926-SM-5O993	Salivary Gland
GTEX-1445S-3026-SM-5O9BR	Brain
GTEX-1445S-3226-SM-5TDE1	Pituitary
GTEX-144FL-0003-SM-6RBKQ	Blood
GTEX-144FL-0126-SM-5TDC8	Skin
GTEX-144FL-0226-SM-5Q5D4	Adipose Tissue
GTEX-144FL-0326-SM-5O99O	Muscle
GTEX-144FL-0426-SM-5O9A1	Nerve
GTEX-144FL-0626-SM-5LU43	Skin
GTEX-144FL-1526-SM-5Q5CA	Pancreas
GTEX-144FL-2326-SM-5LUAC	Thyroid
GTEX-144FL-2626-SM-5TDCW	Esophagus
GTEX-144FL-2726-SM-5O98Z	Esophagus
GTEX-144FL-3026-SM-5O99C	Brain
GTEX-144FL-3126-SM-5TDCX	Brain
GTEX-144GL-0011-R11b-SM-5P9F6	Brain
GTEX-144GL-0011-R1a-SM-5PNZ5	Brain
GTEX-144GL-0011-R3a-SM-5P9HP	Brain
GTEX-144GL-0011-R4a-SM-5PNUI	Brain
GTEX-144GL-0011-R5b-SM-5PNUJ	Brain
GTEX-144GL-0011-R6a-SM-5P9HW	Brain
GTEX-144GL-0011-R7b-SM-5P9HX	Brain
GTEX-144GL-0011-R8a-SM-5Q5B1	Brain
GTEX-144GL-0126-SM-5TDE2	Skin
GTEX-144GL-0226-SM-5QGOX	Adipose Tissue
GTEX-144GL-0326-SM-5QGOY	Muscle
GTEX-144GL-0426-SM-5QGOZ	Nerve
GTEX-144GL-0526-SM-5LU41	Blood Vessel
GTEX-144GL-0626-SM-5LU4D	Skin
GTEX-144GL-0726-SM-5LU4P	Testis
GTEX-144GL-1026-SM-5O99R	Heart
GTEX-144GL-1226-SM-5O9A4	Thyroid
GTEX-144GL-1426-SM-79OMA	Liver
GTEX-144GL-1826-SM-79OMB	Adrenal Gland
GTEX-144GL-2026-SM-5LU3O	Breast
GTEX-144GL-2226-SM-79OMD	Esophagus
GTEX-144GL-2526-SM-5TDDL	Colon
GTEX-144GL-2926-SM-5O99F	Brain
GTEX-144GL-3026-SM-5Q5CW	Brain
GTEX-144GL-3126-SM-5TDDM	Pituitary
GTEX-144GM-0126-SM-5Q5AX	Lung
GTEX-144GM-0226-SM-5Q5CB	Thyroid
GTEX-144GM-0426-SM-5Q5C8	Testis
GTEX-144GM-0526-SM-79OJO	Skin
GTEX-144GM-0626-SM-79OKY	Adipose Tissue
GTEX-144GM-0726-SM-79OJQ	Pancreas
GTEX-144GM-0826-SM-5O98R	Prostate
GTEX-144GM-0926-SM-5O994	Breast
GTEX-144GM-1026-SM-79OKU	Small Intestine
GTEX-144GM-1126-SM-79OJK	Colon
GTEX-144GM-1226-SM-5LU52	Colon
GTEX-144GM-1326-SM-5LU5E	Liver
GTEX-144GM-1426-SM-5LU31	Esophagus
GTEX-144GM-1526-SM-79OJM	Esophagus
GTEX-144GM-1626-SM-5O9AG	Esophagus
GTEX-144GM-1726-SM-5O9AS	Stomach
GTEX-144GM-1926-SM-5LUAN	Adipose Tissue
GTEX-144GM-2026-SM-5LU3D	Muscle
GTEX-144GM-2126-SM-5LU3P	Nerve
GTEX-144GM-2226-SM-5O9B5	Blood Vessel
GTEX-144GN-0326-SM-5O9AD	Blood Vessel
GTEX-144GN-0426-SM-5O9AP	Lung
GTEX-144GN-0626-SM-5O9B2	Esophagus
GTEX-144GN-0726-SM-5O98O	Adipose Tissue
GTEX-144GN-0826-SM-5LU5G	Pancreas
GTEX-144GN-1126-SM-5LU33	Colon
GTEX-144GN-1226-SM-5O991	Stomach
GTEX-144GN-1626-SM-5Q5BU	Testis
GTEX-144GN-2126-SM-5O99D	Spleen
GTEX-144GN-2326-SM-5LU4F	Skin
GTEX-144GN-2426-SM-5LU4R	Muscle
GTEX-144GN-2526-SM-5LU54	Nerve
GTEX-144GO-0011-R1a-SM-5PNWO	Brain
GTEX-144GO-0011-R5a-SM-5PNUR	Brain
GTEX-144GO-0011-R6b-SM-5S2V7	Brain
GTEX-144GO-0011-R7b-SM-5S2TT	Brain
GTEX-144GO-0126-SM-5LUAO	Thyroid
GTEX-144GO-0226-SM-5LUB1	Lung
GTEX-144GO-1326-SM-5Q5EL	Muscle
GTEX-144GO-1626-SM-7EPG5	Adipose Tissue
GTEX-144GO-2026-SM-5O99P	Skin
GTEX-144GO-2726-SM-5O9A2	Esophagus
GTEX-145LS-0011-R10a-SM-5PNUQ	Brain
GTEX-145LS-0011-R1b-SM-5PNUP	Brain
GTEX-145LS-0011-R2a-SM-5PNZI	Brain
GTEX-145LS-0011-R3a-SM-5S2VJ	Brain
GTEX-145LS-0011-R4b-SM-5S2UT	Brain
GTEX-145LS-0011-R5a-SM-5SI65	Brain
GTEX-145LS-0011-R6b-SM-5PNWL	Brain
GTEX-145LS-0011-R7a-SM-5PNWM	Brain
GTEX-145LS-0011-R8b-SM-5PNXA	Brain
GTEX-145LS-0126-SM-5QGP1	Skin
GTEX-145LS-0226-SM-5O9A5	Adipose Tissue
GTEX-145LS-0426-SM-5LU8M	Blood Vessel
GTEX-145LS-0526-SM-5LU8Y	Muscle
GTEX-145LS-0626-SM-7EPG7	Skin
GTEX-145LS-1226-SM-5Q5D9	Lung
GTEX-145LS-1326-SM-5Q5EP	Heart
GTEX-145LS-1826-SM-5LUAZ	Esophagus
GTEX-145LS-2026-SM-5Q5D7	Esophagus
GTEX-145LS-2326-SM-5TDCY	Ovary
GTEX-145LS-2426-SM-5TDCZ	Uterus
GTEX-145LS-2526-SM-5TDC9	Vagina
GTEX-145LS-2726-SM-5Q5D8	Colon
GTEX-145LS-2926-SM-5O99G	Colon
GTEX-145LS-3026-SM-5O99S	Brain
GTEX-145LS-3126-SM-5Q5BY	Brain
GTEX-145LS-3226-SM-5TDCA	Pituitary
GTEX-145LT-0126-SM-5S2QJ	Adrenal Gland
GTEX-145LT-0226-SM-5S2QK	Thyroid
GTEX-145LT-0326-SM-5LUAD	Lung
GTEX-145LT-0426-SM-5LUAP	Testis
GTEX-145LT-0526-SM-5LUB2	Skin
GTEX-145LT-0626-SM-5O99E	Prostate
GTEX-145LT-0726-SM-5S2VM	Breast
GTEX-145LT-0826-SM-5S2QL	Colon
GTEX-145LT-0926-SM-5LU9C	Colon
GTEX-145LT-1026-SM-5LU9O	Small Intestine
GTEX-145LT-1126-SM-5LUA1	Esophagus
GTEX-145LT-1226-SM-5Q5BZ	Esophagus
GTEX-145LT-1326-SM-5O9AQ	Esophagus
GTEX-145LT-1426-SM-5O9B3	Stomach
GTEX-145LT-1526-SM-5O98P	Adipose Tissue
GTEX-145LT-1626-SM-5O992	Muscle
GTEX-145LT-1726-SM-5QGP3	Skin
GTEX-145LT-1826-SM-5QGP4	Adipose Tissue
GTEX-145LT-1926-SM-5QGP5	Nerve
GTEX-145LU-0011-R10a-SM-5PNWJ	Brain
GTEX-145LU-0011-R11b-SM-5P9JX	Brain
GTEX-145LU-0011-R1a-SM-5Q5CE	Brain
GTEX-145LU-0011-R3a-SM-5P9K2	Brain
GTEX-145LU-0011-R6a-SM-5S2V6	Brain
GTEX-145LU-0011-R8b-SM-5PNZG	Brain
GTEX-145LU-0011-R9b-SM-5SI66	Brain
GTEX-145LU-0126-SM-5TDCB	Skin
GTEX-145LU-0426-SM-5O9AH	Thyroid
GTEX-145LU-0526-SM-5O9AT	Lung
GTEX-145LU-0726-SM-5QGP2	Nerve
GTEX-145LU-0826-SM-79OJJ	Blood Vessel
GTEX-145LU-0926-SM-79OJL	Esophagus
GTEX-145LU-1226-SM-5LU9B	Adipose Tissue
GTEX-145LU-1326-SM-5LU9N	Liver
GTEX-145LU-1926-SM-79OJN	Skin
GTEX-145LU-2026-SM-5Q5E8	Muscle
GTEX-145LU-2126-SM-5Q5E9	Prostate
GTEX-145LU-2626-SM-5LU9Z	Brain
GTEX-145LU-2826-SM-5TDD1	Pituitary
GTEX-145LV-0226-SM-5S2QG	Heart
GTEX-145LV-0326-SM-5Q5BW	Heart
GTEX-145LV-1026-SM-5O9AE	Adipose Tissue
GTEX-145LV-1226-SM-5S2QH	Prostate
GTEX-145LV-1326-SM-5S2QI	Esophagus
GTEX-145LV-1426-SM-5Q5BV	Esophagus
GTEX-145LV-2126-SM-5LU8N	Skin
GTEX-145LV-2326-SM-5LU8Z	Muscle
GTEX-145LV-2526-SM-5S2VA	Nerve
GTEX-145ME-0126-SM-5S2QM	Thyroid
GTEX-145ME-0226-SM-5S2QN	Lung
GTEX-145ME-0326-SM-5S2QO	Pancreas
GTEX-145ME-0426-SM-5S2QP	Esophagus
GTEX-145ME-0526-SM-5QGQV	Esophagus
GTEX-145ME-0626-SM-5O99Q	Esophagus
GTEX-145ME-0726-SM-5O9A3	Adipose Tissue
GTEX-145ME-0826-SM-5O9AF	Colon
GTEX-145ME-0926-SM-5O9AR	Small Intestine
GTEX-145ME-1026-SM-5O9B4	Stomach
GTEX-145ME-1126-SM-5SIAT	Colon
GTEX-145ME-1226-SM-5SIB6	Ovary
GTEX-145ME-1326-SM-5O98Q	Uterus
GTEX-145ME-1426-SM-5RQJS	Vagina
GTEX-145ME-1526-SM-5Q5F2	Breast
GTEX-145ME-1626-SM-5RQI3	Salivary Gland
GTEX-145ME-1726-SM-5Q5EU	Skin
GTEX-145ME-1826-SM-5SI9G	Skin
GTEX-145ME-1926-SM-5SI9S	Adipose Tissue
GTEX-145ME-2026-SM-5SIA5	Muscle
GTEX-145ME-2126-SM-5SIAH	Nerve
GTEX-145ME-2226-SM-5S2VY	Blood Vessel
GTEX-145ME-5001-SM-7IGOL	Lung
GTEX-145ME-5007-SM-7DHN8	Esophagus
GTEX-145ME-5010-SM-793AR	Breast
GTEX-145ME-5016-SM-7938P	Muscle
GTEX-145MF-0004-SM-5DU4B	Blood
GTEX-145MF-0004-SM-5HJQO	Blood
GTEX-145MF-0004-SM-7DRP1	Blood
GTEX-145MF-0426-SM-5LU9T	Blood Vessel
GTEX-145MF-0526-SM-5LUA6	Adipose Tissue
GTEX-145MF-0626-SM-5LUAI	Skin
GTEX-145MF-0726-SM-5Q5BT	Lung
GTEX-145MF-0826-SM-5QGQA	Liver
GTEX-145MF-0926-SM-5Q5EA	Skin
GTEX-145MF-1026-SM-5Q5EQ	Adipose Tissue
GTEX-145MF-1426-SM-5O9B6	Esophagus
GTEX-145MF-1526-SM-5LU95	Esophagus
GTEX-145MF-1726-SM-5LU9H	Testis
GTEX-145MF-2226-SM-7EPIR	Breast
GTEX-145MF-2626-SM-5O98S	Pituitary
GTEX-145MF-2726-SM-5O995	Brain
GTEX-145MF-2826-SM-7EPGU	Brain
GTEX-145MG-0002-SM-5DU3Z	Blood
GTEX-145MG-0002-SM-5HJQB	Blood
GTEX-145MG-0002-SM-7DROJ	Blood
GTEX-145MG-0011-R10a-SM-5PNWG	Brain
GTEX-145MG-0011-R3b-SM-5SI67	Brain
GTEX-145MG-0011-R5b-SM-5S2VU	Brain
GTEX-145MG-0011-R7b-SM-5P9JY	Brain
